source,target,year,mean
PAK,AFG,1995,-0.8
TKM,AFG,1995,0
USA,AFG,1995,4
PRT,AGO,1995,4
USA,AGO,1995,2.4
ZAF,AGO,1995,1.95
ZMB,AGO,1995,0.5
BGR,ALB,1995,1.18
BIH,ALB,1995,1
DNK,ALB,1995,8
GBR,ALB,1995,1
GRC,ALB,1995,2.49230769230769
HRV,ALB,1995,7
ITA,ALB,1995,7
ROU,ALB,1995,1.9
SVN,ALB,1995,1
USA,ALB,1995,2.48571428571429
DZA,ARE,1995,7
EGY,ARE,1995,4
FRA,ARE,1995,1
IDN,ARE,1995,1
KWT,ARE,1995,1
PHL,ARE,1995,3
BOL,ARG,1995,6
CHL,ARG,1995,3.25
CHN,ARG,1995,7
ECU,ARG,1995,0.5
ESP,ARG,1995,1
GBR,ARG,1995,2.66666666666667
HND,ARG,1995,0
IDN,ARG,1995,8
IRN,ARG,1995,0.333333333333333
JPN,ARG,1995,3.4
SEN,ARG,1995,3.4
UKR,ARG,1995,5.96666666666667
USA,ARG,1995,0
VAT,ARG,1995,2.8
AZE,ARM,1995,1
GEO,ARM,1995,1
IRN,ARM,1995,3.975
RUS,ARM,1995,-1
BGR,AUS,1995,1
CHN,AUS,1995,1
FRA,AUS,1995,7
IDN,AUS,1995,2.75555555555556
ISR,AUS,1995,1
JPN,AUS,1995,4
KHM,AUS,1995,7.4
VNM,AUS,1995,2.96666666666667
HUN,AUT,1995,5.66666666666667
POL,AUT,1995,1
RUS,AUT,1995,1
SVK,AUT,1995,5.66666666666667
SVN,AUT,1995,7
SYR,AUT,1995,1.11666666666667
USA,AUT,1995,3.66666666666667
ARM,AZE,1995,1
BGR,AZE,1995,5.33333333333333
IRN,AZE,1995,3
PAK,AZE,1995,8
ROU,AZE,1995,6.2
RUS,AZE,1995,5.93333333333333
SAU,AZE,1995,5
TUR,AZE,1995,3.88
USA,AZE,1995,2.33333333333333
FRA,BDI,1995,2.8
KEN,BDI,1995,3.6
RWA,BDI,1995,3.4
TZA,BDI,1995,3
USA,BDI,1995,-2
BGR,BEL,1995,1
BIH,BEL,1995,1
CAN,BEL,1995,4
COD,BEL,1995,1
FRA,BEL,1995,1
GBR,BEL,1995,0
GRC,BEL,1995,0.5
ROU,BEL,1995,8
UKR,BEL,1995,1
USA,BEL,1995,2.95
ZAF,BEL,1995,6
FRA,BEN,1995,2.8
THA,BEN,1995,-5
USA,BEN,1995,4
NER,BFA,1995,2.8
CHN,BGD,1995,1
IRN,BGD,1995,1
USA,BGD,1995,4
ALB,BGR,1995,1.36
AUS,BGR,1995,1
AZE,BGR,1995,5.33333333333333
BEL,BGR,1995,1
BIH,BGR,1995,3
CHN,BGR,1995,1
GBR,BGR,1995,1
HUN,BGR,1995,1
IRN,BGR,1995,2.66666666666667
ITA,BGR,1995,2.5
MKD,BGR,1995,4
RUS,BGR,1995,3.54545454545455
SVK,BGR,1995,6.25
TUR,BGR,1995,7
UKR,BGR,1995,1
USA,BGR,1995,1.66666666666667
KWT,BHR,1995,1
USA,BHR,1995,1.9
ALB,BIH,1995,1
BEL,BIH,1995,-1.25
CAN,BIH,1995,0
CZE,BIH,1995,3
DEU,BIH,1995,7
ESP,BIH,1995,7
FRA,BIH,1995,1.33125
GBR,BIH,1995,-1.16666666666667
GRC,BIH,1995,1.25
HRV,BIH,1995,2.20909090909091
HUN,BIH,1995,7
IND,BIH,1995,7
IRN,BIH,1995,2.95
ITA,BIH,1995,4.6
JPN,BIH,1995,-1.1
KWT,BIH,1995,2.8
MAR,BIH,1995,1
NLD,BIH,1995,-3.66666666666667
RUS,BIH,1995,0.6875
SAU,BIH,1995,7.4
SRB,BIH,1995,0.817073170731707
SWE,BIH,1995,1.7
TUN,BIH,1995,4.55
TUR,BIH,1995,5.2
USA,BIH,1995,2.185
LVA,BLR,1995,5.5
ROU,BLR,1995,1
VNM,BLR,1995,1.9
USA,BLZ,1995,2.5
ARG,BOL,1995,6
ECU,BOL,1995,1
PER,BOL,1995,1
ARG,BRA,1995,4
JPN,BRA,1995,1
LBN,BRA,1995,3.4
PER,BRA,1995,7
PSE,BRA,1995,2.35
USA,BRA,1995,0.666666666666667
VEN,BRA,1995,2.8
VNM,BRA,1995,5
USA,BWA,1995,1.82857142857143
ZAF,BWA,1995,1.8
BIH,CAN,1995,0
CHN,CAN,1995,4
FRA,CAN,1995,1
GBR,CAN,1995,0.75
IRN,CAN,1995,0
ITA,CAN,1995,1
LUX,CAN,1995,1
MEX,CAN,1995,1
PAK,CAN,1995,4
RUS,CAN,1995,2.25
SGP,CAN,1995,4
SRB,CAN,1995,1.66666666666667
USA,CAN,1995,4.5
ZAF,CAN,1995,0
EST,CHE,1995,1
SRB,CHE,1995,1
ARG,CHL,1995,3
ECU,CHL,1995,1
MEX,CHL,1995,1
POL,CHL,1995,1
SGP,CHL,1995,4
UKR,CHL,1995,8
USA,CHL,1995,2.2
ARG,CHN,1995,7
AUS,CHN,1995,1.125
BGD,CHN,1995,3
BGR,CHN,1995,1
CAN,CHN,1995,1.5
CUB,CHN,1995,2.18571428571429
DEU,CHN,1995,3.88
DZA,CHN,1995,2.8
EGY,CHN,1995,1.6
ESP,CHN,1995,1
ETH,CHN,1995,4.45
FIN,CHN,1995,4.6
FRA,CHN,1995,1
GBR,CHN,1995,3.03
GHA,CHN,1995,3.3
HKG,CHN,1995,1.46666666666667
HUN,CHN,1995,4
ISL,CHN,1995,1.9
JPN,CHN,1995,4.22222222222222
KHM,CHN,1995,1.6
KOR,CHN,1995,4
LAO,CHN,1995,3.4
LUX,CHN,1995,7
MAR,CHN,1995,3.5
MEX,CHN,1995,1.9
MLI,CHN,1995,1.9
MMR,CHN,1995,1
NAM,CHN,1995,2.8
NZL,CHN,1995,4
PAK,CHN,1995,1
PER,CHN,1995,3.16363636363636
PHL,CHN,1995,1.975
PNG,CHN,1995,1
PRK,CHN,1995,1.325
PSE,CHN,1995,1
ROU,CHN,1995,3.4
RUS,CHN,1995,0.96
SDN,CHN,1995,8
SWE,CHN,1995,1.9
THA,CHN,1995,2.575
TUR,CHN,1995,1.9
TWN,CHN,1995,0.671428571428572
TZA,CHN,1995,2.8
UGA,CHN,1995,8
UKR,CHN,1995,3.71666666666667
USA,CHN,1995,2.58787878787879
VNM,CHN,1995,1
ZAF,CHN,1995,1
BFA,CIV,1995,0
FRA,CIV,1995,1.9
NGA,CMR,1995,1
BEL,COD,1995,0.666666666666667
JPN,COD,1995,1
UGA,COD,1995,7
PYF,COK,1995,7
CRI,COL,1995,0
CUB,COL,1995,2.5
DEU,COL,1995,1
ECU,COL,1995,-2
GBR,COL,1995,4
MEX,COL,1995,1
PER,COL,1995,1
TUN,COL,1995,-4
USA,COL,1995,2.62222222222222
VEN,COL,1995,4
CIV,COM,1995,3.4
FRA,COM,1995,-2.51111111111111
CUB,CRI,1995,1
ARG,CUB,1995,3.5
CHN,CUB,1995,1.62173913043478
COL,CUB,1995,2.5
CRI,CUB,1995,1
JPN,CUB,1995,1
KNA,CUB,1995,8
KOR,CUB,1995,1
MEX,CUB,1995,1
PRY,CUB,1995,1
RUS,CUB,1995,7
URY,CUB,1995,1
USA,CUB,1995,5.08
VAT,CUB,1995,6
VEN,CUB,1995,2.75
VNM,CUB,1995,2.65
ZAF,CUB,1995,4.33333333333333
ITA,CYP,1995,4
SVK,CYP,1995,1.9
USA,CYP,1995,1
ZAF,CYP,1995,0
DEU,CZE,1995,0.25
DNK,CZE,1995,2.65
GBR,CZE,1995,1
HRV,CZE,1995,0.5
IRN,CZE,1995,1
POL,CZE,1995,1
ROU,CZE,1995,2.5
RUS,CZE,1995,2.5
SVK,CZE,1995,0.271428571428571
UKR,CZE,1995,1
USA,CZE,1995,1
BIH,DEU,1995,3.5
CHN,DEU,1995,2.52
COL,DEU,1995,1
CZE,DEU,1995,2.1
EGY,DEU,1995,3.75
ESP,DEU,1995,7
FRA,DEU,1995,3.3
GBR,DEU,1995,4.9
HRV,DEU,1995,1
HUN,DEU,1995,4
ISR,DEU,1995,2.7
ITA,DEU,1995,3
JOR,DEU,1995,2.68
JPN,DEU,1995,1.96666666666667
KEN,DEU,1995,1
KGZ,DEU,1995,2.8
KHM,DEU,1995,5
LBN,DEU,1995,1.9
LUX,DEU,1995,-2
LVA,DEU,1995,2
MDA,DEU,1995,1
NGA,DEU,1995,1
NOR,DEU,1995,0
POL,DEU,1995,1.56
PSE,DEU,1995,3
RUS,DEU,1995,2.83333333333333
SVK,DEU,1995,1.6
SYR,DEU,1995,3.02352941176471
TUR,DEU,1995,2.1
UKR,DEU,1995,4.66666666666667
USA,DEU,1995,2.03333333333333
ZAF,DEU,1995,2.7
ALB,DNK,1995,8
CZE,DNK,1995,2.8
HRV,DNK,1995,-9
LUX,DNK,1995,1
ZAF,DNK,1995,1
ARE,DZA,1995,7
CHN,DZA,1995,1.9
FRA,DZA,1995,3.375
IND,DZA,1995,1
MAR,DZA,1995,1.9
MLI,DZA,1995,4.45
NER,DZA,1995,7.5
PSE,DZA,1995,5.3
ARG,ECU,1995,1
BOL,ECU,1995,1
BRA,ECU,1995,1.5
CHL,ECU,1995,1
COL,ECU,1995,-0.95
PER,ECU,1995,2.4
ARE,EGY,1995,4
CHN,EGY,1995,2.2
DEU,EGY,1995,4.6
ETH,EGY,1995,1.95652173913043
GBR,EGY,1995,4
GMB,EGY,1995,1
IND,EGY,1995,4
IRQ,EGY,1995,0
ISR,EGY,1995,2.27894736842105
JOR,EGY,1995,2.8
JPN,EGY,1995,7
KWT,EGY,1995,1.9
LBY,EGY,1995,1.13333333333333
NOR,EGY,1995,0
PSE,EGY,1995,2.35161290322581
QAT,EGY,1995,1.55
SAU,EGY,1995,1.3
SDN,EGY,1995,-0.4
SYR,EGY,1995,3.16
UGA,EGY,1995,2.83333333333333
USA,EGY,1995,2.40588235294118
UZB,EGY,1995,7.5
YEM,EGY,1995,3.4
ZAF,EGY,1995,2.32
ZMB,EGY,1995,5
RUS,ERI,1995,1
UGA,ERI,1995,1
USA,ERI,1995,1
YEM,ERI,1995,0.5
ARG,ESP,1995,1
BEL,ESP,1995,-4
BIH,ESP,1995,7
CHL,ESP,1995,-2
CHN,ESP,1995,1
DEU,ESP,1995,5.2
EST,ESP,1995,4
FRA,ESP,1995,3.78
GBR,ESP,1995,0
GRC,ESP,1995,1
HRV,ESP,1995,1
ISR,ESP,1995,3.04
ITA,ESP,1995,1.7
LBN,ESP,1995,1
PSE,ESP,1995,1
RUS,ESP,1995,2.86
SVK,ESP,1995,4
SYR,ESP,1995,1
USA,ESP,1995,2.08
CHE,EST,1995,1
FIN,EST,1995,1
HUN,EST,1995,1.9
LUX,EST,1995,2.8
LVA,EST,1995,-0.5
RUS,EST,1995,1
SWE,EST,1995,1
TUR,EST,1995,1
USA,EST,1995,1
CHN,ETH,1995,4.4
EGY,ETH,1995,3.68421052631579
CHN,FIN,1995,4.375
EST,FIN,1995,1
HUN,FIN,1995,7
RUS,FIN,1995,4
VNM,FIN,1995,4.225
LBN,FJI,1995,-10
ARE,FRA,1995,1
AUS,FRA,1995,1.375
AUT,FRA,1995,3
BDI,FRA,1995,1.9
BEL,FRA,1995,1
BEN,FRA,1995,1.9
BIH,FRA,1995,1.6375
CAN,FRA,1995,2.2
CHN,FRA,1995,3
CIV,FRA,1995,2.8
COM,FRA,1995,1.7
DEU,FRA,1995,2.98064516129032
DNK,FRA,1995,1.7
DZA,FRA,1995,2.25
ECU,FRA,1995,-0.4
ESP,FRA,1995,3.69
GBR,FRA,1995,4.21818181818182
GRC,FRA,1995,1
HRV,FRA,1995,1.45
HUN,FRA,1995,3.66666666666667
IND,FRA,1995,4
IRQ,FRA,1995,1.9
ISR,FRA,1995,3.07692307692308
ITA,FRA,1995,3.4
JOR,FRA,1995,8
JPN,FRA,1995,2.0625
KOR,FRA,1995,1
LBN,FRA,1995,1.25
LUX,FRA,1995,2.5
NZL,FRA,1995,0.333333333333333
PHL,FRA,1995,-6.5
PRT,FRA,1995,3.4
PSE,FRA,1995,1.35
PYF,FRA,1995,1
RUS,FRA,1995,1.53333333333333
SGP,FRA,1995,4
SLV,FRA,1995,4
SRB,FRA,1995,-0.25
STP,FRA,1995,1.9
SWE,FRA,1995,1.6
SYR,FRA,1995,1.17777777777778
TGO,FRA,1995,2.5
TUN,FRA,1995,4
USA,FRA,1995,1.63333333333333
VNM,FRA,1995,3.4
ZAF,FRA,1995,3
STP,GAB,1995,2.95
TCD,GAB,1995,7
ALB,GBR,1995,1
ARG,GBR,1995,3.11111111111111
BGR,GBR,1995,1
BIH,GBR,1995,1.1
BRA,GBR,1995,4
CAN,GBR,1995,0.75
CHN,GBR,1995,3.38181818181818
CZE,GBR,1995,0.666666666666667
DEU,GBR,1995,4.45
FRA,GBR,1995,4.19230769230769
HKG,GBR,1995,2.62857142857143
HRV,GBR,1995,2.8
IND,GBR,1995,4.2
IRL,GBR,1995,1.45666666666667
IRN,GBR,1995,1
ISR,GBR,1995,2
ITA,GBR,1995,1
JPN,GBR,1995,3.25
KEN,GBR,1995,1.5
KIR,GBR,1995,-2
LKA,GBR,1995,3
MLT,GBR,1995,4
MOZ,GBR,1995,8
NZL,GBR,1995,1
PAK,GBR,1995,2.28
POL,GBR,1995,1
PSE,GBR,1995,2
RUS,GBR,1995,3.63076923076923
SAU,GBR,1995,4.1125
SGP,GBR,1995,5
SYR,GBR,1995,2.63333333333333
THA,GBR,1995,0
TUR,GBR,1995,1
UGA,GBR,1995,1
UKR,GBR,1995,4.28
USA,GBR,1995,2.396
ZAF,GBR,1995,1.26666666666667
ARM,GEO,1995,1
GRC,GEO,1995,1.9
IRN,GEO,1995,1
KAZ,GEO,1995,3.4
RUS,GEO,1995,-2
TJK,GEO,1995,3.4
TUR,GEO,1995,1
USA,GEO,1995,-0.8
UZB,GEO,1995,4.73333333333333
AGO,GHA,1995,3.4
CHN,GHA,1995,2.84
IND,GHA,1995,1.9
SGP,GHA,1995,1.9
USA,GHA,1995,4.45
KWT,GIN,1995,7
EGY,GMB,1995,1
PSE,GMB,1995,1
TWN,GNB,1995,1.9
ALB,GRC,1995,2.56153846153846
BEL,GRC,1995,1
BIH,GRC,1995,2.6
CYP,GRC,1995,3.7
ESP,GRC,1995,3.25
FRA,GRC,1995,1
GEO,GRC,1995,2.8
MKD,GRC,1995,3.4
PSE,GRC,1995,2.5
ROU,GRC,1995,2.2
RUS,GRC,1995,2.26363636363636
SRB,GRC,1995,2.5
SYR,GRC,1995,1
TUR,GRC,1995,0.5
USA,GRC,1995,2
ESP,GTM,1995,0
MEX,GTM,1995,6.2
USA,GTM,1995,7.4
CHN,HKG,1995,-0.32
GBR,HKG,1995,0.475
IRQ,HND,1995,1.9
SLV,HND,1995,0
USA,HND,1995,8.3
ALB,HRV,1995,7
BGR,HRV,1995,4
BIH,HRV,1995,0.9875
CZE,HRV,1995,1
DEU,HRV,1995,-0.12
DNK,HRV,1995,-2
ESP,HRV,1995,1
FRA,HRV,1995,-0.0666666666666667
GBR,HRV,1995,1.9
HUN,HRV,1995,1
IRN,HRV,1995,1.15
ITA,HRV,1995,0.333333333333333
JPN,HRV,1995,2.85
LUX,HRV,1995,0
RUS,HRV,1995,3.375
SRB,HRV,1995,2.404
SVN,HRV,1995,4
TUR,HRV,1995,1.2
USA,HRV,1995,0.716666666666667
ZAF,HRV,1995,1
USA,HTI,1995,1
AUT,HUN,1995,5.25
BGR,HUN,1995,1
BIH,HUN,1995,7
CHN,HUN,1995,4.625
DEU,HUN,1995,4
EST,HUN,1995,2.8
FIN,HUN,1995,7
FRA,HUN,1995,5
HRV,HUN,1995,1
ITA,HUN,1995,4
JPN,HUN,1995,7
LUX,HUN,1995,1
LVA,HUN,1995,7
PSE,HUN,1995,1
ROU,HUN,1995,3.3
RUS,HUN,1995,5.75
SVK,HUN,1995,3.5
SVN,HUN,1995,2.8
USA,HUN,1995,3.3625
ARE,IDN,1995,1
ARG,IDN,1995,4
AUS,IDN,1995,1.75
ISR,IDN,1995,4
ITA,IDN,1995,1
JPN,IDN,1995,2
KHM,IDN,1995,1.9
MMR,IDN,1995,1.6
NLD,IDN,1995,0
PHL,IDN,1995,1.9
SGP,IDN,1995,2
SWE,IDN,1995,3
THA,IDN,1995,1
TLS,IDN,1995,-1.08571428571429
TUR,IDN,1995,2
USA,IDN,1995,3.03333333333333
YEM,IDN,1995,0
BIH,IND,1995,3
DZA,IND,1995,1
GBR,IND,1995,4.2
GHA,IND,1995,2.8
ITA,IND,1995,1
LKA,IND,1995,7
LVA,IND,1995,8
MYS,IND,1995,8
NAM,IND,1995,2.8
PAK,IND,1995,-4.75
ROU,IND,1995,3.8
RUS,IND,1995,1.81818181818182
SYR,IND,1995,1
TJK,IND,1995,4
USA,IND,1995,2.375
CHN,IRL,1995,2.33333333333333
GBR,IRL,1995,1.116
USA,IRL,1995,1.875
ARG,IRN,1995,1
ARM,IRN,1995,5.6
AZE,IRN,1995,1.8
BGD,IRN,1995,0.6
BGR,IRN,1995,1
BIH,IRN,1995,2.26
CUB,IRN,1995,3.4
CZE,IRN,1995,1
DEU,IRN,1995,-0.5
GBR,IRN,1995,1.75
GEO,IRN,1995,1
HRV,IRN,1995,0.975
IRQ,IRN,1995,-0.5
JOR,IRN,1995,-3.4
JPN,IRN,1995,1
KAZ,IRN,1995,2.28333333333333
KWT,IRN,1995,1
PAK,IRN,1995,2.65
PHL,IRN,1995,3.25
PRK,IRN,1995,1
QAT,IRN,1995,1
RUS,IRN,1995,4.5
SWE,IRN,1995,1
SYR,IRN,1995,3
TJK,IRN,1995,1
TKM,IRN,1995,0
UKR,IRN,1995,1
USA,IRN,1995,0
FRA,IRQ,1995,3.1
GRC,IRQ,1995,3.4
HND,IRQ,1995,2.8
IRN,IRQ,1995,2
JOR,IRQ,1995,-4
KWT,IRQ,1995,-5
PSE,IRQ,1995,3.1
QAT,IRQ,1995,2.8
RUS,IRQ,1995,0.75
SDN,IRQ,1995,1.225
SYR,IRQ,1995,3
TUN,IRQ,1995,3.8
TUR,IRQ,1995,5
USA,IRQ,1995,-0.4
YEM,IRQ,1995,2.8
CHN,ISL,1995,2.8
AUS,ISR,1995,0.7
AUT,ISR,1995,3.4
BIH,ISR,1995,3.8
DEU,ISR,1995,2.27142857142857
EGY,ISR,1995,1.64615384615385
ESP,ISR,1995,2.38333333333333
FRA,ISR,1995,2.5625
GBR,ISR,1995,1.71428571428571
GEO,ISR,1995,0
IDN,ISR,1995,4
ITA,ISR,1995,3.4
JOR,ISR,1995,2.17692307692308
JPN,ISR,1995,1.9
KAZ,ISR,1995,5
KEN,ISR,1995,2
LBN,ISR,1995,0.6
MRT,ISR,1995,2.5
OMN,ISR,1995,1
POL,ISR,1995,1
PSE,ISR,1995,3.70185185185185
QAT,ISR,1995,1
RUS,ISR,1995,5.78888888888889
SVK,ISR,1995,1.9
SYR,ISR,1995,2.75
UKR,ISR,1995,1
USA,ISR,1995,1.69464285714286
ZAF,ISR,1995,4
ALB,ITA,1995,4.75
BGR,ITA,1995,1
BIH,ITA,1995,5
CAN,ITA,1995,1
CUB,ITA,1995,4
DEU,ITA,1995,2.5
ESP,ITA,1995,0
FRA,ITA,1995,-2
GBR,ITA,1995,2.2
HRV,ITA,1995,1
HUN,ITA,1995,4
IDN,ITA,1995,1
IND,ITA,1995,1
MAR,ITA,1995,0
POL,ITA,1995,1
PSE,ITA,1995,4
RUS,ITA,1995,1
SVN,ITA,1995,3.5375
THA,ITA,1995,7
USA,ITA,1995,1.7125
CHN,JOR,1995,0
DEU,JOR,1995,1.6
EGY,JOR,1995,1.9
FRA,JOR,1995,8
IRN,JOR,1995,0.333333333333333
ISR,JOR,1995,1.87272727272727
SAU,JOR,1995,3.4
SYR,JOR,1995,-2
USA,JOR,1995,2.7
AUS,JPN,1995,4
BIH,JPN,1995,-3.8
BRA,JPN,1995,1
CHN,JPN,1995,3
COD,JPN,1995,1
CUB,JPN,1995,3.4
DEU,JPN,1995,3.4
EGY,JPN,1995,7
FRA,JPN,1995,0.277777777777778
GBR,JPN,1995,3
HRV,JPN,1995,4
HUN,JPN,1995,7
IDN,JPN,1995,1
IND,JPN,1995,4
IRN,JPN,1995,1
ISR,JPN,1995,2.8
KOR,JPN,1995,0.25625
MAR,JPN,1995,1
PAN,JPN,1995,4
PHL,JPN,1995,4
PSE,JPN,1995,2.8
RUS,JPN,1995,2.5
SGP,JPN,1995,0
SRB,JPN,1995,1
TWN,JPN,1995,1
USA,JPN,1995,2.63235294117647
UZB,JPN,1995,7
VNM,JPN,1995,3.66666666666667
ZAF,JPN,1995,3.58
IRN,KAZ,1995,2.28333333333333
ISR,KAZ,1995,5
KGZ,KAZ,1995,4
PAK,KAZ,1995,8
RUS,KAZ,1995,2.66666666666667
TJK,KAZ,1995,1
USA,KAZ,1995,3.75
UZB,KAZ,1995,4
BDI,KEN,1995,3.3
DEU,KEN,1995,1
ISR,KEN,1995,2.2
RWA,KEN,1995,7
UGA,KEN,1995,-5
ZAF,KEN,1995,2
DEU,KGZ,1995,3.2
KAZ,KGZ,1995,4
UZB,KGZ,1995,2.5
AUS,KHM,1995,1.28
CHN,KHM,1995,1.6
DEU,KHM,1995,3.8
GBR,KHM,1995,3.4
IDN,KHM,1995,3.1
JPN,KHM,1995,4
LAO,KHM,1995,2.22857142857143
MYS,KHM,1995,4
PRK,KHM,1995,1
THA,KHM,1995,1.10769230769231
USA,KHM,1995,3.7
VNM,KHM,1995,2.22857142857143
CUB,KNA,1995,8
CHN,KOR,1995,4
CUB,KOR,1995,1
FRA,KOR,1995,1
JPN,KOR,1995,3.375
NZL,KOR,1995,4
PRK,KOR,1995,0
UKR,KOR,1995,1
USA,KOR,1995,4
ZAF,KOR,1995,3.16666666666667
ARE,KWT,1995,1
BHR,KWT,1995,1
BIH,KWT,1995,2.95
EGY,KWT,1995,2.8
GIN,KWT,1995,7
IRN,KWT,1995,1
IRQ,KWT,1995,0
RUS,KWT,1995,1
SYR,KWT,1995,1
TUR,KWT,1995,1
USA,KWT,1995,4.5
CHN,LAO,1995,3.4
KHM,LAO,1995,3.1
THA,LAO,1995,0
USA,LAO,1995,1.9
DEU,LBN,1995,1.45
ESP,LBN,1995,1
FRA,LBN,1995,1.75
ISR,LBN,1995,-0.666666666666667
RUS,LBN,1995,7
SYR,LBN,1995,2.1
EGY,LBY,1995,1.98571428571429
MLT,LBY,1995,1
NGA,LBY,1995,1
PSE,LBY,1995,-1.33333333333333
TCD,LBY,1995,1.66666666666667
UKR,LBY,1995,1
IND,LKA,1995,7
NZL,LKA,1995,3
USA,LKA,1995,1
ZAF,LSO,1995,3
LVA,LTU,1995,4
BIH,LUX,1995,4
BOL,LUX,1995,4
CAN,LUX,1995,1
CHL,LUX,1995,4
CHN,LUX,1995,7
COL,LUX,1995,4
DNK,LUX,1995,1
EST,LUX,1995,1.9
FRA,LUX,1995,2.5
HUN,LUX,1995,1
MLT,LUX,1995,1
POL,LUX,1995,0.4
PSE,LUX,1995,3
STP,LUX,1995,1.9
UKR,LUX,1995,8
USA,LUX,1995,5.66666666666667
BLR,LVA,1995,7
CHN,LVA,1995,3
DEU,LVA,1995,2
EST,LVA,1995,0.5
HUN,LVA,1995,7
IND,LVA,1995,8
LTU,LVA,1995,4.16666666666667
RUS,LVA,1995,1
USA,LVA,1995,1
UZB,LVA,1995,4.33333333333333
VNM,LVA,1995,8
BIH,MAR,1995,1.46666666666667
CHN,MAR,1995,7
DZA,MAR,1995,2.8
ISR,MAR,1995,2.66666666666667
JPN,MAR,1995,1
PSE,MAR,1995,2.65
USA,MAR,1995,1
CHN,MCO,1995,0
DEU,MDA,1995,2.2
RUS,MDA,1995,1
USA,MDA,1995,4
ITA,MDG,1995,3
CAN,MEX,1995,0.5
CHL,MEX,1995,1
CHN,MEX,1995,2.475
COL,MEX,1995,1
CUB,MEX,1995,2
GTM,MEX,1995,7.66666666666667
USA,MEX,1995,2.83333333333333
BGR,MKD,1995,1.33333333333333
CZE,MKD,1995,4
GRC,MKD,1995,3.4
PRK,MKD,1995,3.4
SRB,MKD,1995,1
USA,MKD,1995,1.66666666666667
CHN,MLI,1995,2.8
DZA,MLI,1995,4.4
LBY,MLT,1995,1
LUX,MLT,1995,1
AUS,MMR,1995,-4.4
CHN,MMR,1995,2.5
IDN,MMR,1995,2.68
LAO,MMR,1995,0
SGP,MMR,1995,1
THA,MMR,1995,3.15
USA,MMR,1995,2.25
GBR,MOZ,1995,8
ZAF,MOZ,1995,0
ISR,MRT,1995,1.66666666666667
SDN,MWI,1995,1.9
UGA,MWI,1995,4.45
GBR,MYS,1995,4
IND,MYS,1995,6.4
KHM,MYS,1995,4
PHL,MYS,1995,4.75
SGP,MYS,1995,3.66666666666667
THA,MYS,1995,-1
VNM,MYS,1995,5.1
CHN,NAM,1995,1.9
IND,NAM,1995,2.95
BFA,NER,1995,1.9
DZA,NER,1995,7.5
BEL,NGA,1995,0
CMR,NGA,1995,1
CZE,NGA,1995,-0.3
DEU,NGA,1995,1
GBR,NGA,1995,1.33333333333333
LBY,NGA,1995,1
MYS,NGA,1995,-5
NZL,NGA,1995,1
TCD,NGA,1995,1.9
TGO,NGA,1995,1
USA,NGA,1995,1
ZAF,NGA,1995,2
SLV,NIC,1995,4
BIH,NLD,1995,-10
IDN,NLD,1995,0
RUS,NLD,1995,1
SLV,NLD,1995,4
SRB,NLD,1995,-3
USA,NLD,1995,3
ZAF,NLD,1995,2.925
ROU,NOR,1995,7
RUS,NOR,1995,4
CHN,NZL,1995,4
FRA,NZL,1995,0.333333333333333
GBR,NZL,1995,1
NGA,NZL,1995,1
SGP,NZL,1995,1
ISR,OMN,1995,0.666666666666667
RUS,OMN,1995,1.45
AFG,PAK,1995,-1
AZE,PAK,1995,5.7
CHN,PAK,1995,1
EGY,PAK,1995,3.4
GBR,PAK,1995,1
IND,PAK,1995,-10
IRN,PAK,1995,2.7
KAZ,PAK,1995,8
MYS,PAK,1995,0
ROU,PAK,1995,5.5
RUS,PAK,1995,3
SAU,PAK,1995,1
TKM,PAK,1995,2.66666666666667
USA,PAK,1995,1.18
USA,PAN,1995,3.5
VEN,PAN,1995,0.5
BOL,PER,1995,1
BRA,PER,1995,5
CHN,PER,1995,2.2
COL,PER,1995,1
ECU,PER,1995,-0.4
MYS,PER,1995,4
PAN,PER,1995,0
VEN,PER,1995,1
CHN,PHL,1995,2.54285714285714
HKG,PHL,1995,4
IDN,PHL,1995,1.63333333333333
IRN,PHL,1995,3.4
JPN,PHL,1995,3.8
MYS,PHL,1995,5
SGP,PHL,1995,1
SVK,PHL,1995,1
THA,PHL,1995,3.4
VNM,PHL,1995,7.5
CHN,PNG,1995,1
TWN,PNG,1995,8
AUT,POL,1995,2
CHL,POL,1995,2
CZE,POL,1995,2.4
DEU,POL,1995,1.69
ESP,POL,1995,4
GBR,POL,1995,1
ISR,POL,1995,1
ITA,POL,1995,1
LUX,POL,1995,1
MAR,POL,1995,-5
RUS,POL,1995,1
SVK,POL,1995,8
SVN,POL,1995,1
TUN,POL,1995,3.5
UKR,POL,1995,4
CHN,PRK,1995,1.25714285714286
IRN,PRK,1995,1
KHM,PRK,1995,1
KOR,PRK,1995,0
USA,PRK,1995,0
ESP,PRT,1995,0
IDN,PRT,1995,0
PSE,PRT,1995,0.5
SVK,PRT,1995,3.55
CUB,PRY,1995,1
BRA,PSE,1995,1
CHN,PSE,1995,1
CYP,PSE,1995,4
CZE,PSE,1995,4
DEU,PSE,1995,2.2
DZA,PSE,1995,5.6
EGY,PSE,1995,2.24615384615385
ESP,PSE,1995,1
FRA,PSE,1995,1.625
GBR,PSE,1995,2
GMB,PSE,1995,1
GRC,PSE,1995,1.75
HUN,PSE,1995,1
IRQ,PSE,1995,1.9
